LENGTH	COUNT	PRCT
-4208	1	0.0072469
-3818	1	0.0072469
-3798	1	0.0072469
-3744	1	0.0072469
-3406	1	0.0072469
-3339	1	0.0072469
-3157	1	0.0072469
-2931	1	0.0072469
-2925	1	0.0072469
-2871	1	0.0072469
-2686	1	0.0072469
-2654	1	0.0072469
-2653	1	0.0072469
-2611	1	0.0072469
-2603	1	0.0072469
-2538	1	0.0072469
-2432	1	0.0072469
-2388	1	0.0072469
-2373	1	0.0072469
-2210	1	0.0072469
-2150	1	0.0072469
-2037	1	0.0072469
-2015	1	0.0072469
-1994	1	0.0072469
-1990	1	0.0072469
-1974	1	0.0072469
-1955	1	0.0072469
-1927	1	0.0072469
-1919	1	0.0072469
-1882	1	0.0072469
-1844	1	0.0072469
-1822	1	0.0072469
-1820	1	0.0072469
-1807	1	0.0072469
-1758	1	0.0072469
-1744	1	0.0072469
-1739	1	0.0072469
-1727	1	0.0072469
-1690	1	0.0072469
-1539	1	0.0072469
-1501	1	0.0072469
-1500	1	0.0072469
-1496	1	0.0072469
-1492	1	0.0072469
-1485	1	0.0072469
-1445	1	0.0072469
-1442	1	0.0072469
-1418	1	0.0072469
-1352	1	0.0072469
-1340	1	0.0072469
-1339	1	0.0072469
-1303	1	0.0072469
-1279	1	0.0072469
-1251	1	0.0072469
-1240	1	0.0072469
-1204	1	0.0072469
-1165	1	0.0072469
-1156	1	0.0072469
-1151	1	0.0072469
-1128	1	0.0072469
-1075	1	0.0072469
-1074	1	0.0072469
-1073	1	0.0072469
-1066	2	0.0144938
-1042	1	0.0072469
-1041	1	0.0072469
-1036	1	0.0072469
-995	2	0.0144938
-964	1	0.0072469
-943	1	0.0072469
-942	1	0.0072469
-924	2	0.0144938
-920	1	0.0072469
-864	1	0.0072469
-860	1	0.0072469
-846	1	0.0072469
-842	1	0.0072469
-840	1	0.0072469
-835	1	0.0072469
-831	1	0.0072469
-814	1	0.0072469
-808	1	0.0072469
-800	1	0.0072469
-796	1	0.0072469
-794	1	0.0072469
-790	1	0.0072469
-780	3	0.0217407
-775	1	0.0072469
-764	1	0.0072469
-748	2	0.0144938
-701	1	0.0072469
-700	1	0.0072469
-686	1	0.0072469
-684	1	0.0072469
-682	2	0.0144938
-677	1	0.0072469
